Type,Identification,Field,Locale,Market,Status,Default content,Translated content
PRODUCT,'6778389233736,body_html,fr,,,"<p><span>The ultra-soft fabric of our best-selling crew necks, redesigned for lightweight warmth and all-day comfort. </span></p>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Features:   </strong> <br></p>
<ul data-mce-fragment=""1"">
<li>
<span> </span><span>Perfect fit</span>
</li>
<li>
<span> </span><span>Premium quality made to last</span>
</li>
<li>
<span> </span><span>Ultra-soft</span>
</li>
<li>
<span> </span><span>Lightweight</span>
</li>
<li>
<span> </span><span>No-itch, screen-printed tag</span>
</li>
<li>
<span> </span><span>60% cotton/40% polyester jersey</span>
</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Fit: </strong></p>
<ul data-mce-fragment=""1"">
<li>
<span> </span><span>Fitted in arms and shoulders</span>
</li>
<li>
<span> </span><span>Room through the body</span>
</li>
<li>
<span> </span><span>Size up for a looser fit</span>
</li>
<li>Model is 6'0"" and wearing size L</li>
</ul>
<p><strong>Colors Included in Pack:</strong></p>
<ul>
<li>Navy</li>
<li>Heather Gray</li>
</ul>","<p> <span>Le tissu ultra doux de nos cols ras du cou les plus vendus, repensé pour une chaleur légère et un confort toute la journée.</span></p>

<p data-mce-fragment=""1""></p>

<p data-mce-fragment=""1""> <strong data-mce-fragment=""1"">Caractéristiques:</strong><br></p>

<ul data-mce-fragment=""1"">

<li>

<span> </span><span>Ajustement parfait</span>

</li>

<li>

<span> </span><span>Qualité supérieure faite pour durer</span>

</li>

<li>

<span> </span><span>Ultra-doux</span>

</li>

<li>

<span> </span><span>Poids léger</span>

</li>

<li>

<span> </span><span>Étiquette sérigraphiée sans démangeaisons</span>

</li>

<li>

<span> </span><span>Jersey 60 % coton/40 % polyester</span>

</li>


</ul>

<p data-mce-fragment=""1""> <strong data-mce-fragment=""1"">Ajuster:</strong></p>

<ul data-mce-fragment=""1"">

<li>

<span> </span><span>Ajusté aux bras et aux épaules</span>

</li>

<li>

<span> </span><span>Espace à travers le corps</span>

</li>

<li>

<span> </span><span>Taille au-dessus pour une coupe plus ample</span>

</li>

<li> Le mannequin mesure 6'0"" et porte une taille L</li>


</ul>

<p> <strong>Couleurs incluses dans le pack :</strong></p>

<ul>

<li> Marine</li>

<li> Gris chiné</li>


</ul>"
PRODUCT,'6778389233736,handle,fr,,,standard-long-sleeve-hoodie-2-pack,
PRODUCT,'6778389233736,meta_title,fr,,,Standard Long Sleeve Hoodie 2-Pack | Standard Long Sleeve Hoodie 2-Pack | True Classic,"Sweat à capuche standard à manches longues, paquet de 2 | Sweat à capuche standard à manches longues, paquet de 2 | Un vrai classique"
PRODUCT,'6778389233736,meta_description,fr,,,Our men's black hooded long sleeve T-Shirt is ideal for dress down Friday or a weekend outfit. Check out our black hooded long sleeve T-Shirt at True Classic today.,Notre t-shirt noir à capuche et manches longues pour hommes est idéal pour une tenue décontractée du vendredi ou du week-end. Découvrez notre t-shirt noir à manches longues et à capuche chez True Classic aujourd'hui.
PRODUCT,'6778440908872,title,fr,,,Weekday Knit Long Sleeve Button Up 5-Pack,Weekday Knit Long Sleeve Button Up 5-Pack
PRODUCT,'6778440908872,body_html,fr,,,"<p><strong>A new kind of classic. Our Button Up is crafted with super-stretch, feel-good fabric that hugs your arms and shoulders, without restricting movement.</strong></p>
<p> </p>
<p><strong>Features:   </strong> </p>
<ul>
<li>Ultra soft, super stretch fabric.</li>
<li>Full-button front placket &amp; closure.</li>
<li>Two button cuff with adjustable opening.</li>
<li><span data-mce-fragment=""1"">Small single button cuff placket for additional closure.</span></li>
<li><span data-mce-fragment=""1"">Removable collar stands (to keep structure).</span></li>
<li>95% cotton/5% spandex.</li>
<li>Soft tag – tag is screen-printed on the tee for maximum comfort.</li>
</ul>
<p><strong>Fit: </strong></p>
<ul>
<li>Contemporary &amp; slightly relaxed.<br>
</li>
<li>Size down for slimmer fit.</li>
<li>Model is 6'0"" and wearing size M</li>
</ul>
<p><strong>Colors Included in Pack:</strong></p>
<ul>
<li>Black</li>
<li>Carbon</li>
<li>Navy</li>
<li>Pale Blue</li>
<li>White</li>
</ul>","<p><strong>Un nouveau genre de classique. Notre Button Up est confectionné dans un tissu super extensible et confortable qui épouse vos bras et vos épaules, sans restreindre les mouvements.</strong></p>

<p></p>

<p> <strong>Caractéristiques:</strong></p>

<ul>

<li> Tissu ultra doux et super extensible.</li>

<li> Patte et fermeture entièrement boutonnées sur le devant.</li>

<li> Poignet à deux boutons avec ouverture réglable.</li>

<li> <span data-mce-fragment=""1"">Petite patte de boutonnage à un seul bouton pour une fermeture supplémentaire.</span>
</li>

<li> <span data-mce-fragment=""1"">Pieds de col amovibles (pour conserver la structure).</span>
</li>

<li> 95 % coton/5 % élasthanne.</li>

<li> Étiquette souple – l'étiquette est sérigraphiée sur le t-shirt pour un confort maximal.</li>


</ul>

<p> <strong>Ajuster:</strong></p>

<ul>

<li> Contemporain et légèrement décontracté.<br>

</li>

<li> Taille en dessous pour une coupe plus fine.</li>

<li> Le mannequin mesure 6'0"" et porte une taille M</li>


</ul>

<p> <strong>Couleurs incluses dans le pack :</strong></p>

<ul>

<li> Noir</li>

<li> Carbone</li>

<li> Marine</li>

<li> Bleu pâle</li>

<li> Blanc</li>


</ul>"
PRODUCT,'6778440908872,handle,fr,,,weekday-knit-long-sleeve-button-up-5-pack,
PRODUCT,'6778440908872,meta_title,fr,,,Weekday Knit Long Sleeve Button Up 5-Pack | Weekday Knit Long Sleeve Button Up 5-Pack | True Classic,Weekday tricot manches longues boutonné 5-Pack | Weekday tricot manches longues boutonné 5-Pack | Un vrai classique
PRODUCT,'6778440908872,meta_description,fr,,,"A new kind of classic. Our Button Up is crafted with super-stretch, feel-good fabrics that hugs your arms and shoulders, without restricting movement.
","Un nouveau genre de classique. Notre Button Up est confectionné avec des tissus super extensibles et agréables à porter qui épousent vos bras et vos épaules, sans restreindre les mouvements.
"
PRODUCT,'6778447593544,title,fr,,,Basics Long Sleeve Knit Button Up 2-Pack,Basics Long Sleeve Knit Button Up 2-Pack
PRODUCT,'6778447593544,body_html,fr,,,"<p><strong>A new kind of classic. Our Button Up is crafted with super-stretch, feel-good fabric that hugs your arms and shoulders, without restricting movement.</strong></p>
<p> </p>
<p><strong>Features:   </strong> </p>
<ul>
<li>Ultra soft, super stretch fabric.</li>
<li>Full-button front placket &amp; closure.</li>
<li>Two button cuff with adjustable opening.</li>
<li><span data-mce-fragment=""1"">Small single button cuff placket for additional closure.</span></li>
<li><span data-mce-fragment=""1"">Removable collar stands (to keep structure).</span></li>
<li>95% cotton/5% spandex.</li>
<li>Soft tag – tag is screen-printed on the tee for maximum comfort.</li>
</ul>
<p><strong>Fit: </strong></p>
<ul>
<li>Contemporary &amp; slightly relaxed.<br>
</li>
<li>Size down for slimmer fit.</li>
<li data-stringify-indent=""0"" data-stringify-border=""0"">Model is 6'0"" and wearing size M.</li>
</ul>
<p><strong>Colors Included in Pack:</strong></p>
<ul>
<li>Black</li>
<li>White</li>
</ul>","<p><strong>Un nouveau genre de classique. Notre Button Up est confectionné dans un tissu super extensible et confortable qui épouse vos bras et vos épaules, sans restreindre les mouvements.</strong></p>

<p></p>

<p> <strong>Caractéristiques:</strong></p>

<ul>

<li> Tissu ultra doux et super extensible.</li>

<li> Patte et fermeture entièrement boutonnées sur le devant.</li>

<li> Poignet à deux boutons avec ouverture réglable.</li>

<li> <span data-mce-fragment=""1"">Petite patte de boutonnage à un seul bouton pour une fermeture supplémentaire.</span>
</li>

<li> <span data-mce-fragment=""1"">Pieds de col amovibles (pour conserver la structure).</span>
</li>

<li> 95 % coton/5 % élasthanne.</li>

<li> Étiquette souple – l'étiquette est sérigraphiée sur le t-shirt pour un confort maximal.</li>


</ul>

<p> <strong>Ajuster:</strong></p>

<ul>

<li> Contemporain et légèrement décontracté.<br>

</li>

<li> Taille en dessous pour une coupe plus fine.</li>

<li data-stringify-indent=""0"" data-stringify-border=""0""> Le mannequin mesure 6'0"" et porte une taille M.</li>


</ul>

<p> <strong>Couleurs incluses dans le pack :</strong></p>

<ul>

<li> Noir</li>

<li> Blanc</li>


</ul>"
PRODUCT,'6778447593544,handle,fr,,,basics-long-sleeve-knit-button-up-2-pack,
PRODUCT,'6778447593544,meta_title,fr,,,Basics Long Sleeve Knit Button Up 2-Pack | Basics Long Sleeve Knit Button Up 2-Pack | True Classic,Basics Lot de 2 boutons en tricot à manches longues | Basics Lot de 2 boutons en tricot à manches longues | Un vrai classique
PRODUCT,'6778447593544,meta_description,fr,,,"A new kind of classic. Our Button Up is crafted with super-stretch, feel-good fabrics that hugs your arms and shoulders, without restricting movement.
","Un nouveau genre de classique. Notre Button Up est confectionné avec des tissus super extensibles et agréables à porter qui épousent vos bras et vos épaules, sans restreindre les mouvements.
"
PRODUCT,'6778452508744,title,fr,,,Blues Long Sleeve Knit Button Up 2-Pack,Blues Long Sleeve Knit Button Up 2-Pack
PRODUCT,'6778452508744,body_html,fr,,,"<p><strong>A new kind of classic. Our Button Up is crafted with super-stretch, feel-good fabric that hugs your arms and shoulders, without restricting movement.</strong></p>
<p> </p>
<p><strong>Features:   </strong> </p>
<ul>
<li>Ultra soft, super stretch fabric.</li>
<li>Full-button front placket &amp; closure.</li>
<li>Two button cuff with adjustable opening.</li>
<li><span data-mce-fragment=""1"">Small single button cuff placket for additional closure.</span></li>
<li><span data-mce-fragment=""1"">Removable collar stands (to keep structure).</span></li>
<li>95% cotton/5% spandex.</li>
<li>Soft tag – tag is screen-printed on the tee for maximum comfort.</li>
</ul>
<p><strong>Fit: </strong></p>
<ul>
<li>Contemporary &amp; slightly relaxed.<br>
</li>
<li>Size down for slimmer fit.</li>
<li>Model is 6'0"" and wearing size M.</li>
</ul>
<p><strong>Colors Included in Pack:</strong></p>
<ul>
<li>Navy</li>
<li>Pale Blue</li>
</ul>","<p><strong>Un nouveau genre de classique. Notre Button Up est confectionné dans un tissu super extensible et confortable qui épouse vos bras et vos épaules, sans restreindre les mouvements.</strong></p>

<p></p>

<p> <strong>Caractéristiques:</strong></p>

<ul>

<li> Tissu ultra doux et super extensible.</li>

<li> Patte et fermeture entièrement boutonnées sur le devant.</li>

<li> Poignet à deux boutons avec ouverture réglable.</li>

<li> <span data-mce-fragment=""1"">Petite patte de boutonnage à un seul bouton pour une fermeture supplémentaire.</span>
</li>

<li> <span data-mce-fragment=""1"">Pieds de col amovibles (pour conserver la structure).</span>
</li>

<li> 95 % coton/5 % élasthanne.</li>

<li> Étiquette souple – l'étiquette est sérigraphiée sur le t-shirt pour un confort maximal.</li>


</ul>

<p> <strong>Ajuster:</strong></p>

<ul>

<li> Contemporain et légèrement décontracté.<br>

</li>

<li> Taille en dessous pour une coupe plus fine.</li>

<li> Le mannequin mesure 6'0"" et porte une taille M.</li>


</ul>

<p> <strong>Couleurs incluses dans le pack :</strong></p>

<ul>

<li> Marine</li>

<li> Bleu pâle</li>


</ul>"
PRODUCT,'6778452508744,handle,fr,,,blues-long-sleeve-knit-button-up-2-pack,
PRODUCT,'6778452508744,meta_title,fr,,,Blues Long Sleeve Knit Button Up 2-Pack | Blues Long Sleeve Knit Button Up 2-Pack | True Classic,Blues Lot de 2 boutons en tricot à manches longues | Blues Lot de 2 boutons en tricot à manches longues | Un vrai classique
PRODUCT,'6778452508744,meta_description,fr,,,"A new kind of classic. Our Button Up is crafted with super-stretch, feel-good fabrics that hugs your arms and shoulders, without restricting movement.
","Un nouveau genre de classique. Notre Button Up est confectionné avec des tissus super extensibles et agréables à porter qui épousent vos bras et vos épaules, sans restreindre les mouvements.
"
PRODUCT,'6778486390856,title,fr,,,Multi Fleece Crew Sweatshirt 3-Pack,Multi Fleece Crew Sweatshirt 3-Pack
PRODUCT,'6778486390856,body_html,fr,,,"<p><strong>Features:   </strong> <br></p>
<ul>
<li data-mce-fragment=""1"">Premium fitted fleece French terry pullover crew neck sweatshirt.</li>
<li data-mce-fragment=""1"">Fabric is brushed on both sides for added softness.</li>
<li data-mce-fragment=""1"">Elevated trim, exclusive to True Classic.<br>
</li>
<li data-mce-fragment=""1"">Double Stitch construction around shoulder for durability.</li>
<li data-mce-fragment=""1"">60% cotton/40% polyester fleece.</li>
</ul>
<ul></ul>
<p><strong>Fit: </strong></p>
<ul>
<li>This is a contemporary/athletic cut. </li>
<li>Model is 6'0"" and wearing size M.</li>
</ul>
<p><strong>Colors Included in Pack:</strong></p>
<ul>
<li>Black</li>
<li>Carbon</li>
<li>Heather Gray</li>
</ul>","<p> <strong>Caractéristiques:</strong><br></p>

<ul>

<li data-mce-fragment=""1""> Sweat-shirt à col rond en molleton ajusté de qualité supérieure.</li>

 <li data-mce-fragment=""1"">Le tissu est brossé des deux côtés pour plus de douceur.</li>

<li data-mce-fragment=""1""> Garniture surélevée, exclusive à True Classic.<br>

</li>

<li data-mce-fragment=""1""> Construction à double couture autour de l'épaule pour plus de durabilité.</li>

<li data-mce-fragment=""1""> Molleton 60 % coton/40 % polyester.</li>


</ul>

<ul></ul>

<p> <strong>Ajuster:</strong></p>

<ul>

<li> Il s’agit d’une coupe contemporaine/athlétique.</li>

<li> Le mannequin mesure 6'0"" et porte une taille M.</li>


</ul>

<p> <strong>Couleurs incluses dans le pack :</strong></p>

<ul>

<li> Noir</li>

<li> Carbone</li>

<li> Gris chiné</li>


</ul>"
PRODUCT,'6778486390856,handle,fr,,,multi-fleece-crew-sweatshirt-3-pack,
PRODUCT,'6778486390856,meta_title,fr,,,Multi Fleece Crew Sweatshirt 3-Pack | Multi Fleece Crew Sweatshirt 3-Pack | True Classic,"Sweat-shirt ras du cou en polaire multicolore, paquet de 3 | Sweat-shirt ras du cou en polaire multicolore, paquet de 3 | Un vrai classique"
PRODUCT,'6778491306056,title,fr,,,Earth Tones Fleece Crew Sweatshirt 3-Pack,Earth Tones Fleece Crew Sweatshirt 3-Pack
PRODUCT,'6778491306056,body_html,fr,,,"<p><strong>Features:   </strong> <br></p>
<ul>
<li data-mce-fragment=""1"">Premium fitted fleece French terry pullover crew neck sweatshirt.</li>
<li data-mce-fragment=""1"">Fabric is brushed on both sides for added softness.</li>
<li data-mce-fragment=""1"">Elevated trim, exclusive to True Classic.<br>
</li>
<li data-mce-fragment=""1"">Double Stitch construction around shoulder for durability.</li>
<li data-mce-fragment=""1"">60% cotton/40% polyester fleece.</li>
</ul>
<ul></ul>
<p><strong>Fit: </strong></p>
<ul>
<li>This is a contemporary/athletic cut. </li>
<li><span>Model is 6'2"" and wearing size M.</span></li>
</ul>
<p><strong>Colors Included in Pack:</strong></p>
<ul>
<li>Dark Oak</li>
<li>Mahogany</li>
<li>Military Green</li>
</ul>","<p> <strong>Caractéristiques:</strong><br></p>

<ul>

<li data-mce-fragment=""1""> Sweat-shirt à col rond en molleton ajusté de qualité supérieure.</li>

<li data-mce-fragment=""1""> Le tissu est brossé des deux côtés pour plus de douceur.</li>

<li data-mce-fragment=""1""> Garniture surélevée, exclusive à True Classic.<br>

</li>

<li data-mce-fragment=""1""> Construction à double couture autour de l'épaule pour plus de durabilité.</li>

<li data-mce-fragment=""1""> Molleton 60 % coton/40 % polyester.</li>


</ul>

<ul></ul>

<p> <strong>Ajuster:</strong></p>

<ul>

<li> Il s’agit d’une coupe contemporaine/athlétique.</li>

<li> <span>Le mannequin mesure 6'2"" et porte une taille M.</span>
</li>


</ul>

<p> <strong>Couleurs incluses dans le pack :</strong></p>

<ul>

<li> Chêne foncé</li>

<li> Acajou</li>

<li> Vert militaire</li>


</ul>"
PRODUCT,'6778491306056,handle,fr,,,earth-tones-fleece-crew-sweatshirt-3-pack,
PRODUCT,'6778491306056,meta_title,fr,,,Earth Tones Fleece Crew Sweatshirt 3-Pack | Earth Tones Fleece Crew Sweatshirt 3-Pack | True Classic,"Sweat-shirt ras du cou en polaire Earth Tones, paquet de 3 | Sweat-shirt ras du cou en polaire Earth Tones, paquet de 3 | Un vrai classique"
PRODUCT,'6778495107144,title,fr,,,Basics Fleece Crew Sweatshirt 2-Pack,Basics Fleece Crew Sweatshirt 2-Pack
PRODUCT,'6778495107144,body_html,fr,,,"<p><strong>Features:   </strong> <br></p>
<ul>
<li data-mce-fragment=""1"">Premium fitted fleece French terry pullover crew neck sweatshirt.</li>
<li data-mce-fragment=""1"">Fabric is brushed on both sides for added softness.</li>
<li data-mce-fragment=""1"">Elevated trim, exclusive to True Classic.<br>
</li>
<li data-mce-fragment=""1"">Double Stitch construction around shoulder for durability.</li>
<li data-mce-fragment=""1"">60% cotton/40% polyester fleece.</li>
</ul>
<ul></ul>
<p><strong>Fit: </strong></p>
<ul>
<li>This is a contemporary/athletic cut. </li>
<li data-stringify-border=""0"" data-stringify-indent=""0"">Model is 6'0"" and wearing size M.</li>
</ul>
<p><strong>Colors Included in Pack:</strong></p>
<ul>
<li>Black</li>
<li>Military Green</li>
</ul>","<p> <strong>Caractéristiques:</strong><br></p>

<ul>

<li data-mce-fragment=""1""> Sweat-shirt à col rond en molleton ajusté de qualité supérieure.</li>

<li data-mce-fragment=""1""> Le tissu est brossé des deux côtés pour plus de douceur.</li>

<li data-mce-fragment=""1""> Garniture surélevée, exclusive à True Classic.<br>

</li>

<li data-mce-fragment=""1""> Construction à double couture autour de l'épaule pour plus de durabilité.</li>

<li data-mce-fragment=""1""> Molleton 60 % coton/40 % polyester.</li>


</ul>

<ul></ul>

<p> <strong>Ajuster:</strong></p>

<ul>

<li> Il s’agit d’une coupe contemporaine/athlétique.</li>

<li data-stringify-border=""0"" data-stringify-indent=""0""> Le mannequin mesure 6'0"" et porte une taille M.</li>


</ul>

<p> <strong>Couleurs incluses dans le pack :</strong></p>

<ul>

<li> Noir</li>

<li> Vert militaire</li>


</ul>"
PRODUCT,'6778495107144,handle,fr,,,basics-fleece-crew-sweatshirt-2-pack,
PRODUCT,'6778495107144,meta_title,fr,,,Basics Fleece Crew Sweatshirt 2-Pack | Basics Fleece Crew Sweatshirt 2-Pack | True Classic,Lot de 2 sweat-shirts ras du cou en polaire Basics | Lot de 2 sweat-shirts ras du cou en polaire Basics | Un vrai classique
PRODUCT,'6778496942152,title,fr,,,Staple Fleece Crew Sweatshirt 2-Pack,Staple Fleece Crew Sweatshirt 2-Pack
PRODUCT,'6778496942152,body_html,fr,,,"<p><strong>Features:   </strong> <br></p>
<ul>
<li data-mce-fragment=""1"">Premium fitted fleece French terry pullover crew neck sweatshirt.</li>
<li data-mce-fragment=""1"">Fabric is brushed on both sides for added softness.</li>
<li data-mce-fragment=""1"">Elevated trim, exclusive to True Classic.<br>
</li>
<li data-mce-fragment=""1"">Double Stitch construction around shoulder for durability.</li>
<li data-mce-fragment=""1"">60% cotton/40% polyester fleece.</li>
</ul>
<ul></ul>
<p><strong>Fit: </strong></p>
<ul>
<li>This is a contemporary/athletic cut. </li>
<li>Model is 6'3"" and wearing size L.</li>
</ul>
<p><strong>Colors Included in Pack:</strong></p>
<ul>
<li>Navy</li>
<li>Carbon</li>
</ul>","<p> <strong>Caractéristiques:</strong><br></p>

<ul>

<li data-mce-fragment=""1""> Sweat-shirt à col rond en molleton ajusté de qualité supérieure.</li>

<li data-mce-fragment=""1""> Le tissu est brossé des deux côtés pour plus de douceur.</li>

<li data-mce-fragment=""1""> Garniture surélevée, exclusive à True Classic.<br>

</li>

<li data-mce-fragment=""1""> Construction à double couture autour de l'épaule pour plus de durabilité.</li>

<li data-mce-fragment=""1""> Molleton 60 % coton/40 % polyester.</li>


</ul>

<ul></ul>

<p> <strong>Ajuster:</strong></p>

<ul>

 <li>Il s’agit d’une coupe contemporaine/athlétique.</li>

<li> Le mannequin mesure 6'3"" et porte une taille L.</li>


</ul>

<p> <strong>Couleurs incluses dans le pack :</strong></p>

<ul>

<li> Marine</li>

<li> Carbone</li>


</ul>"
